order_id,sku,qty
ORD-0023,SKU-0005,8
ORD-0024,SKU-0049,10
ORD-0024,SKU-0001,7
ORD-0024,SKU-0010,6
ORD-0025,SKU-0006,4
ORD-0026,SKU-0001,5
ORD-0026,SKU-0018,3
ORD-0026,SKU-0067,11
ORD-0026,SKU-0017,3
ORD-0027,SKU-0012,8
ORD-0027,SKU-0079,3
ORD-0027,SKU-0032,11
ORD-0027,SKU-0004,12
ORD-0028,SKU-0001,2
ORD-0028,SKU-0039,6
ORD-0028,SKU-0032,7
ORD-0028,SKU-0060,2
ORD-0029,SKU-0104,8
ORD-0029,SKU-0021,3
ORD-0029,SKU-0055,1
ORD-0029,SKU-0034,7
ORD-0029,SKU-0103,1
ORD-0029,SKU-0068,2
ORD-0030,SKU-0001,6
ORD-0030,SKU-0040,5
ORD-0030,SKU-0003,9
ORD-0031,SKU-0030,10
ORD-0032,SKU-0040,8
ORD-0032,SKU-0004,1
ORD-0033,SKU-0002,6
ORD-0034,SKU-0006,7
ORD-0034,SKU-0029,8
ORD-0034,SKU-0013,12
ORD-0034,SKU-0007,12
ORD-0035,SKU-0007,1
ORD-0035,SKU-0002,5
ORD-0035,SKU-0001,12
ORD-0035,SKU-0003,10
ORD-0036,SKU-0020,12
ORD-0036,SKU-0002,10
ORD-0036,SKU-0001,10
ORD-0037,SKU-0018,11
ORD-0037,SKU-0010,1
ORD-0037,SKU-0093,4
ORD-0037,SKU-0001,12
ORD-0037,SKU-0027,6
ORD-0038,SKU-0052,7
ORD-0039,SKU-0006,8
ORD-0039,SKU-0003,3
ORD-0039,SKU-0050,2
ORD-0039,SKU-0103,9
ORD-0040,SKU-0007,12
ORD-0040,SKU-0004,5
ORD-0040,SKU-0006,5
ORD-0041,SKU-0030,4
ORD-0041,SKU-0098,3
ORD-0041,SKU-0019,11
ORD-0041,SKU-0005,12
ORD-0041,SKU-0003,11
ORD-0041,SKU-0078,4
ORD-0042,SKU-0005,7
ORD-0042,SKU-0036,11
ORD-0042,SKU-0060,6
ORD-0043,SKU-0011,2
ORD-0043,SKU-0007,6
ORD-0043,SKU-0095,10
ORD-0043,SKU-0002,4
ORD-0043,SKU-0001,7
ORD-0044,SKU-0006,8
ORD-0044,SKU-0020,2
ORD-0044,SKU-0104,10
ORD-0044,SKU-0024,11
ORD-0044,SKU-0026,5
ORD-0044,SKU-0034,5
ORD-0045,SKU-0007,8
ORD-0045,SKU-0013,8
ORD-0045,SKU-0009,1
ORD-0045,SKU-0001,12
ORD-0045,SKU-0003,10
ORD-0046,SKU-0006,6
ORD-0046,SKU-0078,4
ORD-0046,SKU-0002,5
ORD-0046,SKU-0001,1
ORD-0047,SKU-0002,10
ORD-0048,SKU-0119,9
ORD-0048,SKU-0002,1
ORD-0048,SKU-0030,2
ORD-0048,SKU-0050,6
ORD-0049,SKU-0001,10
ORD-0049,SKU-0004,2
ORD-0049,SKU-0006,11
ORD-0049,SKU-0078,8
ORD-0050,SKU-0008,7
ORD-0050,SKU-0038,1
ORD-0050,SKU-0007,8
ORD-0050,SKU-0077,2
ORD-0050,SKU-0044,6
ORD-0051,SKU-0020,6
ORD-0051,SKU-0060,9
ORD-0051,SKU-0004,4
ORD-0052,SKU-0107,3
ORD-0052,SKU-0053,8
ORD-0052,SKU-0008,7
ORD-0052,SKU-0019,2
ORD-0052,SKU-0084,8
ORD-0053,SKU-0054,8
ORD-0053,SKU-0004,2
ORD-0053,SKU-0007,3
ORD-0053,SKU-0011,8
ORD-0054,SKU-0104,7
ORD-0054,SKU-0003,12
ORD-0054,SKU-0002,8
ORD-0055,SKU-0055,9
ORD-0055,SKU-0004,5
ORD-0055,SKU-0069,3
ORD-0055,SKU-0090,3
ORD-0056,SKU-0003,12
ORD-0056,SKU-0026,4
ORD-0057,SKU-0046,11
ORD-0057,SKU-0034,11
ORD-0057,SKU-0006,5
ORD-0057,SKU-0003,2
ORD-0057,SKU-0001,11
ORD-0058,SKU-0004,6
ORD-0058,SKU-0069,2
ORD-0058,SKU-0044,12
ORD-0058,SKU-0072,1
ORD-0058,SKU-0048,9
ORD-0058,SKU-0064,8
ORD-0059,SKU-0050,8
ORD-0059,SKU-0010,6
ORD-0059,SKU-0009,12
ORD-0059,SKU-0042,7
ORD-0059,SKU-0001,5
ORD-0060,SKU-0027,5
ORD-0060,SKU-0001,11
ORD-0061,SKU-0017,8
ORD-0061,SKU-0013,11
ORD-0061,SKU-0023,7
ORD-0061,SKU-0065,8
ORD-0061,SKU-0034,4
ORD-0061,SKU-0001,10
ORD-0062,SKU-0031,3
ORD-0062,SKU-0066,12
ORD-0062,SKU-0021,3
ORD-0062,SKU-0105,7
ORD-0063,SKU-0014,5
ORD-0064,SKU-0017,4
ORD-0064,SKU-0001,1
ORD-0064,SKU-0078,2
ORD-0064,SKU-0009,9
ORD-0065,SKU-0001,2
ORD-0065,SKU-0097,12
ORD-0066,SKU-0001,1
ORD-0066,SKU-0006,2
ORD-0066,SKU-0109,5
ORD-0067,SKU-0008,5
ORD-0067,SKU-0005,5
ORD-0068,SKU-0066,5
ORD-0068,SKU-0004,7
ORD-0068,SKU-0086,11
ORD-0068,SKU-0097,6
ORD-0069,SKU-0001,2
ORD-0070,SKU-0001,6
ORD-0070,SKU-0034,2
ORD-0070,SKU-0002,4
ORD-0070,SKU-0005,11
ORD-0070,SKU-0012,3
ORD-0070,SKU-0092,4
ORD-0071,SKU-0003,10
ORD-0071,SKU-0009,4
ORD-0071,SKU-0008,3
ORD-0071,SKU-0083,1
ORD-0071,SKU-0002,10
ORD-0072,SKU-0031,10
ORD-0072,SKU-0032,4
ORD-0072,SKU-0018,10
ORD-0072,SKU-0063,1
ORD-0072,SKU-0020,12
ORD-0073,SKU-0006,12
ORD-0074,SKU-0006,7
ORD-0074,SKU-0086,8
ORD-0074,SKU-0005,2
ORD-0075,SKU-0001,3
ORD-0076,SKU-0021,10
ORD-0077,SKU-0014,1
ORD-0077,SKU-0062,10
ORD-0078,SKU-0031,1
ORD-0078,SKU-0001,1
ORD-0078,SKU-0007,3
ORD-0078,SKU-0012,11
ORD-0078,SKU-0018,6
ORD-0079,SKU-0003,4
ORD-0079,SKU-0092,7
ORD-0079,SKU-0012,3
ORD-0079,SKU-0090,1
ORD-0079,SKU-0042,11
ORD-0080,SKU-0001,11
ORD-0080,SKU-0107,9
ORD-0080,SKU-0010,9
ORD-0080,SKU-0002,8
ORD-0080,SKU-0008,1
ORD-0080,SKU-0078,6
ORD-0081,SKU-0051,4
ORD-0081,SKU-0001,3
ORD-0082,SKU-0001,10
ORD-0082,SKU-0002,3
ORD-0082,SKU-0059,6
ORD-0082,SKU-0003,2
ORD-0082,SKU-0032,11
ORD-0082,SKU-0010,11
ORD-0083,SKU-0001,4
ORD-0083,SKU-0049,8
ORD-0083,SKU-0060,6
ORD-0084,SKU-0017,12
ORD-0084,SKU-0078,11
ORD-0084,SKU-0008,1
ORD-0084,SKU-0003,3
ORD-0085,SKU-0053,3
ORD-0086,SKU-0118,1
ORD-0086,SKU-0034,2
ORD-0086,SKU-0003,5
ORD-0087,SKU-0020,11
ORD-0087,SKU-0008,2
ORD-0087,SKU-0017,2
ORD-0087,SKU-0024,9
ORD-0087,SKU-0031,2
ORD-0087,SKU-0117,4
ORD-0088,SKU-0028,1
ORD-0088,SKU-0001,4
ORD-0088,SKU-0004,1
ORD-0088,SKU-0032,1
ORD-0089,SKU-0049,10
ORD-0089,SKU-0001,6
ORD-0089,SKU-0110,2
ORD-0090,SKU-0003,7
ORD-0090,SKU-0060,2
ORD-0090,SKU-0016,9
ORD-0091,SKU-0002,7
ORD-0091,SKU-0092,3
ORD-0091,SKU-0001,4
ORD-0091,SKU-0035,1
ORD-0091,SKU-0046,10
ORD-0091,SKU-0007,8
ORD-0092,SKU-0008,10
ORD-0093,SKU-0053,8
ORD-0093,SKU-0001,3
ORD-0093,SKU-0002,1
ORD-0093,SKU-0048,9
ORD-0093,SKU-0005,12
ORD-0094,SKU-0002,2
ORD-0094,SKU-0074,5
ORD-0094,SKU-0004,1
ORD-0094,SKU-0079,7
ORD-0094,SKU-0027,4
ORD-0094,SKU-0001,12
ORD-0095,SKU-0001,4
ORD-0096,SKU-0001,6
ORD-0097,SKU-0113,12
ORD-0097,SKU-0002,7
ORD-0097,SKU-0005,1
ORD-0097,SKU-0003,4
ORD-0098,SKU-0004,8
ORD-0098,SKU-0001,4
ORD-0098,SKU-0021,3
ORD-0098,SKU-0010,4
ORD-0098,SKU-0002,9
ORD-0099,SKU-0030,5
ORD-0100,SKU-0104,11
ORD-0100,SKU-0076,6
ORD-0100,SKU-0003,4
ORD-0100,SKU-0001,9
ORD-0101,SKU-0021,9
ORD-0102,SKU-0008,11
ORD-0102,SKU-0080,11
ORD-0102,SKU-0009,1
ORD-0102,SKU-0015,1
ORD-0103,SKU-0035,5
ORD-0103,SKU-0017,10
ORD-0103,SKU-0012,11
ORD-0103,SKU-0027,9
ORD-0104,SKU-0110,1
ORD-0105,SKU-0021,10
ORD-0106,SKU-0115,5
ORD-0106,SKU-0002,2
ORD-0106,SKU-0001,11
ORD-0107,SKU-0007,7
ORD-0108,SKU-0002,6
ORD-0108,SKU-0001,8
ORD-0108,SKU-0065,5
ORD-0109,SKU-0002,5
ORD-0109,SKU-0006,9
ORD-0109,SKU-0015,12
ORD-0110,SKU-0013,4
ORD-0110,SKU-0024,11
ORD-0110,SKU-0026,1
ORD-0110,SKU-0087,4
ORD-0110,SKU-0075,8
ORD-0111,SKU-0003,5
ORD-0112,SKU-0002,9
ORD-0112,SKU-0052,11
ORD-0112,SKU-0001,12
ORD-0112,SKU-0064,4
ORD-0113,SKU-0001,8
ORD-0113,SKU-0054,12
ORD-0113,SKU-0049,6
ORD-0113,SKU-0005,11
ORD-0113,SKU-0088,6
ORD-0114,SKU-0003,3
ORD-0114,SKU-0001,3
ORD-0114,SKU-0008,8
ORD-0114,SKU-0005,5
ORD-0114,SKU-0014,3
ORD-0114,SKU-0007,1
ORD-0115,SKU-0025,4
ORD-0115,SKU-0009,2
ORD-0115,SKU-0020,11
ORD-0115,SKU-0029,11
ORD-0115,SKU-0085,9
ORD-0115,SKU-0001,10
ORD-0116,SKU-0045,4
ORD-0117,SKU-0016,4
ORD-0117,SKU-0001,12
ORD-0117,SKU-0103,8
ORD-0117,SKU-0011,10
ORD-0117,SKU-0002,3
ORD-0117,SKU-0021,1
ORD-0118,SKU-0113,10
ORD-0118,SKU-0054,3
ORD-0119,SKU-0009,12
ORD-0120,SKU-0073,9
ORD-0120,SKU-0001,7
ORD-0120,SKU-0010,4
ORD-0120,SKU-0028,7
ORD-0120,SKU-0040,8
ORD-0121,SKU-0001,3
ORD-0122,SKU-0002,11
ORD-0123,SKU-0017,7
ORD-0123,SKU-0104,7
ORD-0124,SKU-0001,3
ORD-0124,SKU-0002,5
ORD-0124,SKU-0071,10
ORD-0124,SKU-0004,10
ORD-0124,SKU-0025,11
ORD-0124,SKU-0017,8
ORD-0125,SKU-0026,5
ORD-0125,SKU-0069,4
ORD-0125,SKU-0001,2
ORD-0125,SKU-0012,3
ORD-0125,SKU-0023,5
ORD-0125,SKU-0017,6
ORD-0126,SKU-0039,8
ORD-0127,SKU-0021,12
ORD-0128,SKU-0013,10
ORD-0129,SKU-0003,10
ORD-0129,SKU-0036,4
ORD-0129,SKU-0018,11
ORD-0129,SKU-0007,8
ORD-0129,SKU-0049,9
ORD-0130,SKU-0017,6
ORD-0130,SKU-0005,3
ORD-0131,SKU-0046,8
ORD-0131,SKU-0001,5
ORD-0131,SKU-0014,10
ORD-0131,SKU-0069,11
ORD-0131,SKU-0047,12
ORD-0131,SKU-0007,9
ORD-0132,SKU-0009,3
ORD-0132,SKU-0038,1
ORD-0132,SKU-0003,11
ORD-0132,SKU-0104,7
ORD-0132,SKU-0002,2
ORD-0132,SKU-0001,12
ORD-0133,SKU-0119,8
ORD-0133,SKU-0074,10
ORD-0133,SKU-0001,12
ORD-0133,SKU-0002,1
ORD-0134,SKU-0002,11
ORD-0134,SKU-0049,6
ORD-0134,SKU-0006,6
ORD-0134,SKU-0045,5
ORD-0134,SKU-0047,11
ORD-0135,SKU-0009,1
ORD-0135,SKU-0001,6
ORD-0136,SKU-0066,1
ORD-0136,SKU-0116,7
ORD-0136,SKU-0088,4
ORD-0137,SKU-0002,11
ORD-0137,SKU-0004,6
ORD-0137,SKU-0017,5
ORD-0137,SKU-0033,11
ORD-0137,SKU-0012,12
ORD-0138,SKU-0112,12
ORD-0138,SKU-0001,9
ORD-0138,SKU-0054,10
ORD-0138,SKU-0004,4
ORD-0139,SKU-0001,9
ORD-0139,SKU-0003,11
ORD-0139,SKU-0017,4
ORD-0140,SKU-0016,5
ORD-0140,SKU-0034,11
ORD-0140,SKU-0006,10
ORD-0140,SKU-0072,12
ORD-0140,SKU-0001,9
ORD-0141,SKU-0018,10
ORD-0142,SKU-0030,9
ORD-0142,SKU-0001,6
ORD-0143,SKU-0041,1
ORD-0143,SKU-0033,1
ORD-0143,SKU-0081,10
ORD-0143,SKU-0110,3
ORD-0143,SKU-0003,6
ORD-0144,SKU-0007,12
ORD-0144,SKU-0094,4
ORD-0144,SKU-0003,9
ORD-0145,SKU-0027,7
ORD-0145,SKU-0016,2
ORD-0145,SKU-0044,8
ORD-0145,SKU-0017,3
ORD-0145,SKU-0014,12
ORD-0146,SKU-0001,4
ORD-0146,SKU-0008,5
ORD-0147,SKU-0013,2
ORD-0147,SKU-0001,5
ORD-0148,SKU-0011,12
ORD-0148,SKU-0092,11
ORD-0148,SKU-0112,6
ORD-0148,SKU-0003,9
ORD-0148,SKU-0007,8
ORD-0148,SKU-0064,2
ORD-0149,SKU-0005,10
ORD-0150,SKU-0001,6
ORD-0150,SKU-0059,5
ORD-0151,SKU-0007,7
ORD-0151,SKU-0001,9
ORD-0151,SKU-0019,10
ORD-0151,SKU-0040,10
ORD-0152,SKU-0041,7
ORD-0153,SKU-0045,9
ORD-0153,SKU-0115,6
ORD-0153,SKU-0013,9
ORD-0153,SKU-0028,5
ORD-0153,SKU-0033,3
ORD-0153,SKU-0029,4
ORD-0154,SKU-0012,8
ORD-0154,SKU-0004,5
ORD-0155,SKU-0002,4
ORD-0155,SKU-0044,4
ORD-0155,SKU-0033,3
ORD-0156,SKU-0003,9
ORD-0156,SKU-0002,2
ORD-0157,SKU-0065,10
ORD-0157,SKU-0076,2
ORD-0157,SKU-0004,8
ORD-0157,SKU-0006,10
ORD-0158,SKU-0005,5
ORD-0159,SKU-0014,11
ORD-0160,SKU-0006,2
ORD-0160,SKU-0007,9
ORD-0161,SKU-0106,6
ORD-0161,SKU-0001,3
ORD-0161,SKU-0070,10
ORD-0161,SKU-0085,8
ORD-0162,SKU-0088,3
ORD-0162,SKU-0046,7
ORD-0162,SKU-0005,8
ORD-0162,SKU-0004,11
ORD-0163,SKU-0009,6
ORD-0163,SKU-0022,7
ORD-0163,SKU-0001,2
ORD-0163,SKU-0016,11
ORD-0164,SKU-0002,2
ORD-0164,SKU-0100,2
ORD-0164,SKU-0054,8
ORD-0165,SKU-0003,3
ORD-0165,SKU-0001,6
ORD-0165,SKU-0005,5
ORD-0166,SKU-0023,2
ORD-0167,SKU-0004,11
ORD-0167,SKU-0025,10
ORD-0167,SKU-0044,9
ORD-0167,SKU-0028,2
ORD-0167,SKU-0030,1
ORD-0168,SKU-0001,11
ORD-0169,SKU-0001,12
ORD-0169,SKU-0002,1
ORD-0169,SKU-0027,8
ORD-0169,SKU-0107,11
ORD-0169,SKU-0043,4
ORD-0169,SKU-0004,3
ORD-0170,SKU-0003,9
ORD-0170,SKU-0001,7
ORD-0170,SKU-0002,7
ORD-0170,SKU-0117,8
ORD-0170,SKU-0015,11
ORD-0170,SKU-0062,8
ORD-0171,SKU-0008,2
ORD-0172,SKU-0006,1
ORD-0172,SKU-0001,2
ORD-0172,SKU-0009,2
ORD-0173,SKU-0002,4
ORD-0173,SKU-0003,3
ORD-0173,SKU-0004,10
ORD-0173,SKU-0116,10
ORD-0174,SKU-0006,2
ORD-0175,SKU-0004,11
ORD-0176,SKU-0028,1
ORD-0176,SKU-0089,9
ORD-0176,SKU-0006,1
ORD-0176,SKU-0001,12
ORD-0176,SKU-0056,6
ORD-0177,SKU-0009,6
ORD-0177,SKU-0001,8
ORD-0178,SKU-0032,6
ORD-0178,SKU-0006,5
ORD-0179,SKU-0042,2
ORD-0180,SKU-0024,1
ORD-0180,SKU-0057,11
ORD-0180,SKU-0034,11
ORD-0181,SKU-0032,10
ORD-0181,SKU-0004,3
ORD-0181,SKU-0015,4
ORD-0181,SKU-0075,5
ORD-0181,SKU-0061,6
ORD-0181,SKU-0017,12
ORD-0182,SKU-0010,1
ORD-0182,SKU-0001,8
ORD-0183,SKU-0002,7
ORD-0184,SKU-0009,11
ORD-0184,SKU-0060,10
ORD-0185,SKU-0044,2
ORD-0185,SKU-0106,1
ORD-0185,SKU-0041,3
ORD-0185,SKU-0013,11
ORD-0185,SKU-0036,1
ORD-0185,SKU-0046,12
ORD-0186,SKU-0001,7
ORD-0186,SKU-0065,6
ORD-0186,SKU-0023,11
ORD-0187,SKU-0003,12
ORD-0187,SKU-0029,12
ORD-0187,SKU-0047,11
ORD-0188,SKU-0002,11
ORD-0188,SKU-0001,6
ORD-0188,SKU-0120,7
ORD-0188,SKU-0055,1
ORD-0188,SKU-0011,11
ORD-0189,SKU-0008,8
ORD-0189,SKU-0002,12
ORD-0189,SKU-0019,1
ORD-0189,SKU-0021,7
ORD-0189,SKU-0001,4
ORD-0189,SKU-0011,8
ORD-0190,SKU-0080,5
ORD-0190,SKU-0105,12
ORD-0190,SKU-0001,2
ORD-0190,SKU-0011,7
ORD-0190,SKU-0003,11
ORD-0190,SKU-0005,1
ORD-0191,SKU-0001,11
ORD-0192,SKU-0035,3
ORD-0192,SKU-0006,8
ORD-0192,SKU-0023,10
ORD-0193,SKU-0016,4
ORD-0194,SKU-0005,2
ORD-0194,SKU-0032,7
ORD-0194,SKU-0001,9
ORD-0195,SKU-0043,1
ORD-0195,SKU-0036,5
ORD-0195,SKU-0002,11
ORD-0195,SKU-0006,1
ORD-0195,SKU-0001,4
ORD-0196,SKU-0003,12
ORD-0196,SKU-0097,7
ORD-0196,SKU-0054,7
ORD-0197,SKU-0046,4
ORD-0197,SKU-0091,11
ORD-0198,SKU-0003,12
ORD-0198,SKU-0007,7
ORD-0199,SKU-0029,5
ORD-0200,SKU-0102,5
ORD-0200,SKU-0007,5
ORD-0200,SKU-0018,1
ORD-0200,SKU-0001,9
ORD-0200,SKU-0005,3
ORD-0201,SKU-0004,8
ORD-0201,SKU-0001,4
ORD-0201,SKU-0006,1
ORD-0201,SKU-0031,10
ORD-0202,SKU-0006,9
ORD-0202,SKU-0029,8
ORD-0202,SKU-0012,6
ORD-0202,SKU-0042,8
ORD-0202,SKU-0103,12
ORD-0202,SKU-0064,3
ORD-0203,SKU-0077,4
ORD-0203,SKU-0002,10
ORD-0204,SKU-0010,6
ORD-0204,SKU-0012,3
ORD-0204,SKU-0021,2
ORD-0204,SKU-0056,1
ORD-0204,SKU-0044,2
ORD-0205,SKU-0003,4
ORD-0205,SKU-0006,6
ORD-0205,SKU-0071,9
ORD-0205,SKU-0001,5
ORD-0205,SKU-0015,4
ORD-0205,SKU-0049,7
ORD-0206,SKU-0048,4
ORD-0206,SKU-0009,11
ORD-0206,SKU-0052,4
ORD-0206,SKU-0016,12
ORD-0206,SKU-0093,6
ORD-0207,SKU-0001,12
ORD-0207,SKU-0014,1
ORD-0207,SKU-0064,9
ORD-0207,SKU-0009,1
ORD-0207,SKU-0052,2
ORD-0208,SKU-0039,7
ORD-0208,SKU-0111,5
ORD-0208,SKU-0001,7
ORD-0208,SKU-0015,4
ORD-0209,SKU-0004,10
ORD-0209,SKU-0036,12
ORD-0209,SKU-0029,2
ORD-0209,SKU-0001,2
ORD-0209,SKU-0094,3
ORD-0210,SKU-0008,9
ORD-0210,SKU-0001,2
ORD-0211,SKU-0103,4
ORD-0211,SKU-0001,3
ORD-0211,SKU-0018,3
ORD-0211,SKU-0003,2
ORD-0211,SKU-0016,2
ORD-0211,SKU-0104,5
ORD-0212,SKU-0001,8
ORD-0213,SKU-0002,1
ORD-0213,SKU-0039,2
ORD-0213,SKU-0112,12
ORD-0213,SKU-0001,11
ORD-0213,SKU-0014,2
ORD-0213,SKU-0100,1
ORD-0214,SKU-0013,1
ORD-0214,SKU-0059,10
ORD-0214,SKU-0007,7
ORD-0214,SKU-0001,2
ORD-0215,SKU-0036,8
ORD-0216,SKU-0014,8
ORD-0216,SKU-0019,9
ORD-0216,SKU-0087,7
ORD-0216,SKU-0039,6
ORD-0216,SKU-0007,9
ORD-0217,SKU-0065,3
ORD-0217,SKU-0097,12
ORD-0217,SKU-0001,3
ORD-0218,SKU-0071,6
ORD-0218,SKU-0058,2
ORD-0218,SKU-0015,12
ORD-0219,SKU-0001,12
ORD-0219,SKU-0012,11
ORD-0219,SKU-0066,11
ORD-0219,SKU-0027,6
ORD-0219,SKU-0047,1
ORD-0219,SKU-0007,12
ORD-0220,SKU-0107,10
ORD-0220,SKU-0068,5
ORD-0221,SKU-0023,9
ORD-0221,SKU-0067,4
ORD-0221,SKU-0120,1
ORD-0222,SKU-0019,12
ORD-0222,SKU-0003,2
ORD-0222,SKU-0006,7
ORD-0222,SKU-0002,9
ORD-0222,SKU-0001,9
ORD-0222,SKU-0073,4
ORD-0223,SKU-0013,9
ORD-0223,SKU-0015,12
ORD-0223,SKU-0005,1
ORD-0223,SKU-0002,6
ORD-0223,SKU-0008,7
ORD-0224,SKU-0009,4
ORD-0224,SKU-0003,1
ORD-0224,SKU-0096,9
ORD-0224,SKU-0001,8
ORD-0224,SKU-0025,1
ORD-0224,SKU-0002,5
ORD-0225,SKU-0017,4
ORD-0225,SKU-0009,1
ORD-0225,SKU-0001,3
ORD-0226,SKU-0012,6
ORD-0226,SKU-0024,6
ORD-0226,SKU-0010,9
ORD-0226,SKU-0006,12
ORD-0226,SKU-0091,11
ORD-0227,SKU-0001,2
ORD-0228,SKU-0013,8
ORD-0228,SKU-0017,1
ORD-0228,SKU-0015,10
ORD-0228,SKU-0058,2
ORD-0228,SKU-0018,3
ORD-0228,SKU-0034,12
ORD-0229,SKU-0076,8
ORD-0230,SKU-0027,3
ORD-0230,SKU-0004,10
ORD-0230,SKU-0045,7
ORD-0231,SKU-0041,9
ORD-0232,SKU-0008,7
ORD-0232,SKU-0014,3
ORD-0233,SKU-0058,5
ORD-0233,SKU-0004,2
ORD-0233,SKU-0034,11
ORD-0233,SKU-0120,4
ORD-0233,SKU-0005,8
ORD-0234,SKU-0100,10
ORD-0235,SKU-0003,9
ORD-0235,SKU-0001,6
ORD-0235,SKU-0018,12
ORD-0235,SKU-0002,2
ORD-0236,SKU-0014,4
ORD-0236,SKU-0040,11
ORD-0236,SKU-0002,8
ORD-0236,SKU-0001,3
ORD-0236,SKU-0008,5
ORD-0236,SKU-0003,6
ORD-0237,SKU-0029,4
ORD-0237,SKU-0050,4
ORD-0237,SKU-0044,7
ORD-0237,SKU-0001,10
ORD-0238,SKU-0066,2
ORD-0238,SKU-0098,12
ORD-0238,SKU-0006,11
ORD-0238,SKU-0001,2
ORD-0238,SKU-0021,5
ORD-0239,SKU-0012,1
ORD-0239,SKU-0008,5
ORD-0239,SKU-0092,11
ORD-0239,SKU-0010,11
ORD-0239,SKU-0011,3
ORD-0239,SKU-0007,3
ORD-0240,SKU-0070,10
ORD-0241,SKU-0021,4
ORD-0241,SKU-0010,7
ORD-0241,SKU-0022,11
ORD-0241,SKU-0006,4
ORD-0242,SKU-0002,6
ORD-0242,SKU-0047,10
ORD-0242,SKU-0055,9
ORD-0242,SKU-0115,4
ORD-0243,SKU-0002,3
ORD-0243,SKU-0007,10
ORD-0243,SKU-0001,3
ORD-0243,SKU-0003,8
ORD-0243,SKU-0060,3
ORD-0244,SKU-0010,12
ORD-0244,SKU-0002,4
ORD-0244,SKU-0006,6
ORD-0244,SKU-0046,11
ORD-0244,SKU-0027,2
ORD-0244,SKU-0001,10
ORD-0245,SKU-0014,4
ORD-0245,SKU-0039,4
ORD-0245,SKU-0006,12
ORD-0246,SKU-0021,11
ORD-0246,SKU-0001,9
ORD-0246,SKU-0022,11
ORD-0246,SKU-0004,5
ORD-0246,SKU-0002,7
ORD-0246,SKU-0072,3
ORD-0247,SKU-0020,3
ORD-0247,SKU-0011,3
ORD-0247,SKU-0052,2
ORD-0247,SKU-0048,2
ORD-0247,SKU-0105,11
ORD-0247,SKU-0023,7
ORD-0248,SKU-0004,9
ORD-0249,SKU-0048,5
ORD-0249,SKU-0017,6
ORD-0249,SKU-0003,9
ORD-0249,SKU-0016,12
ORD-0250,SKU-0013,10
ORD-0250,SKU-0002,3
ORD-0250,SKU-0007,5
ORD-0251,SKU-0033,1
ORD-0251,SKU-0024,12
ORD-0251,SKU-0014,8
ORD-0252,SKU-0069,4
ORD-0253,SKU-0044,4
ORD-0253,SKU-0042,6
ORD-0253,SKU-0001,10
ORD-0253,SKU-0003,3
ORD-0253,SKU-0002,4
ORD-0253,SKU-0012,3
ORD-0254,SKU-0001,8
ORD-0254,SKU-0004,2
